Sample,POS_Blank1,POS_Blank2,POS_C_1h_01,POS_C_1h_02,POS_C_1h_03,POS_C_1h_04,POS_C_1h_05,POS_C_1h_06,POS_C_1h_07,POS_C_1h_08,POS_C_1h_09,POS_C_1h_10,POS_C_24h_01,POS_C_24h_02,POS_C_24h_03,POS_C_24h_04,POS_C_24h_05,POS_C_24h_06,POS_C_24h_07,POS_C_24h_08,POS_C_24h_09,POS_C_24h_10,POS_C_6h_01,POS_C_6h_02,POS_C_6h_03,POS_C_6h_04,POS_C_6h_05,POS_C_6h_06,POS_C_6h_07,POS_C_6h_08,POS_C_6h_09,POS_C_6h_10,POS_P_1h_01,POS_P_1h_02,POS_P_1h_03,POS_P_1h_04,POS_P_1h_05,POS_P_1h_06,POS_P_1h_07,POS_P_1h_08,POS_P_1h_09,POS_P_1h_10,POS_P_24h_01,POS_P_24h_02,POS_P_24h_03,POS_P_24h_04,POS_P_24h_05,POS_P_24h_06,POS_P_24h_07,POS_P_24h_08,POS_P_24h_09,POS_P_24h_10,POS_P_6h_01,POS_P_6h_02,POS_P_6h_03,POS_P_6h_04,POS_P_6h_05,POS_P_6h_06,POS_P_6h_07,POS_P_6h_08,POS_P_6h_09,POS_P_6h_10,POS_QC1_1,POS_QC1_10,POS_QC1_11,POS_QC1_12,POS_QC1_13,POS_QC1_2,POS_QC1_3,POS_QC1_4,POS_QC1_5,POS_QC1_6,POS_QC1_7,POS_QC1_8,POS_QC1_9
105.6498__262.49,125.61592,199.84736,528.18981,249.34585,887.92018,186.5356,232.58772,340.62824,83.30043,48.69421,152.53976,323.51938,187.12759,170.94558,252.22411,345.04956,241.95747,158.95487,234.84642,381.60909,130.7449,164.64682,338.62435,681.17834,315.54852,113.99131,157.92935,240.25398,444.30453,200.1674,80.12753,188.51294,302.11162,207.29422,340.78041,401.83981,240.77389,506.32794,134.88533,127.10429,269.42374,118.32407,186.67616,515.77435,753.75266,322.77849,83.47162,168.73696,530.13738,66.61607,527.43385,91.03689,261.54915,400.06768,477.56297,86.28864,233.61836,88.85986,379.65197,97.71078,229.50986,288.60774,611.5045,56.41971,182.05458,229.3583,139.48324,290.08412,584.36988,100.36793,319.46049,93.3274,423.37167,176.63329,251.61362
105.6636__170.59,247.30381,415.06897,265.86243,276.5768,262.8117,225.59335,204.57007,868.16522,370.77233,161.85382,283.26249,453.27431,298.8683,173.2413,484.14384,571.36189,216.04607,985.5917,299.82979,75.81264,303.17947,512.41599,231.18591,288.10667,311.82048,266.81342,205.34994,185.35072,337.3675,91.9505,1968.71678,661.21681,542.86385,463.82081,274.85568,937.03484,251.60602,363.28123,319.60955,351.27216,419.46602,330.95618,158.66995,104.70985,866.36342,293.58914,401.46505,196.82932,169.94196,966.97435,329.03769,60.89476,867.65849,473.85207,235.52175,168.85134,395.48002,191.23544,394.2021,79.28331,566.13042,198.73301,290.27668,409.95794,243.8282,169.81419,309.7505,616.97475,549.69266,556.18315,360.63409,279.50767,1240.4597,312.4606,342.13783
105.7643__893.17,67.83745,44.41785,84.85461,24.2978,169.75442,115.66536,59.56405,122.9385,65.16334,0,130.73201,94.96156,58.83787,8.82674,69.46333,152.4774,104.37757,112.19754,273.80722,127.85371,71.93834,52.04226,58.68311,83.16142,34.36134,151.40043,61.14568,65.15472,183.9584,47.15754,192.2329,97.17803,65.84102,62.52121,58.33519,145.9874,115.52024,129.12395,16.20967,61.74251,50.34531,131.12903,65.14515,98.77237,49.30056,109.81291,66.02478,66.75639,95.35786,74.68712,349.45008,28.82361,78.61085,284.70094,121.26991,93.60187,77.22468,66.64016,194.14736,223.12507,113.17034,61.41976,204.51417,114.21967,44.32995,127.1624,81.15907,60.69048,712.0944,144.11979,101.37243,70.21904,41.03268,150.9533,205.45153
105.8076__543.95,99.22694,888.00556,148.1526,339.67022,247.24498,262.33037,267.38,310.78857,181.79491,323.99796,545.2328,328.36105,154.21579,68.81695,540.0414,188.86276,506.35919,188.56679,307.72663,694.27348,167.8293,949.81535,140.71854,195.91266,502.58582,415.93114,362.63767,295.28581,313.83835,1061.72321,425.69307,353.23972,246.63909,178.9147,292.83938,622.85588,432.20942,236.03876,632.23355,629.43956,251.11727,200.79997,411.38789,544.085,339.78136,477.06805,892.12127,417.50719,539.87676,547.69675,489.62386,107.35495,629.39105,148.61536,634.41034,181.77719,305.71834,207.29495,799.77245,250.20143,367.11159,330.93701,179.02354,745.54862,355.59859,207.915,126.26815,539.493,313.60099,53.27639,722.71233,138.33878,225.31402,538.83111,107.36102
105.8811__641.61,97.37448,773.11557,259.55284,369.20752,71.38153,201.37002,47.40074,212.97869,161.54089,136.05372,82.99885,44.40971,42.39743,216.37627,591.27939,479.92231,133.60114,50.18182,101.69543,78.09808,164.61485,85.26699,94.09841,109.47223,24.581,40.09139,107.82513,391.85385,97.57701,89.79693,329.71419,145.47554,79.79917,222.19544,187.58438,131.32183,230.36326,72.0447,113.11951,230.72869,26.81564,14.62323,136.54973,36.35638,168.47911,747.06563,45.24833,289.73503,37.07138,378.49567,119.99104,46.22984,175.18504,136.52305,667.22901,241.34367,79.99631,184.30961,207.38636,334.54092,78.90638,122.97849,164.77984,169.45145,158.75524,209.40342,7.48938,74.33172,298.32766,318.14121,123.47148,174.36427,148.20687,126.33202,25.69832
105.8877__252.57,313.09829,997.93538,170.81951,142.69448,341.98628,253.42564,569.71865,491.76491,118.02947,303.49742,159.75483,173.048,643.5745,149.29951,403.93206,659.45115,121.43122,337.10225,322.08777,826.09365,450.45454,244.42862,211.93548,323.03614,261.04018,516.20765,214.10395,280.69396,394.5282,206.35011,426.25562,281.61916,241.79445,1057.07835,107.62957,763.96279,204.91016,174.49212,100.81868,300.42971,199.97453,283.08985,349.78569,185.55043,273.29235,289.91311,844.50981,144.59892,385.79437,202.34025,665.21976,87.88462,159.13323,133.4695,69.47581,191.59894,96.95199,251.96963,568.11556,101.82813,356.56939,213.1654,560.76329,491.10194,68.14746,60.99404,217.58155,172.12279,451.01475,224.53662,669.4092,547.08153,476.13826,62.22059,198.88066
106.0659__518.47,3904.2297,52252.47136,5236.38691,878.9006,449.54498,599.05101,324.31007,1071.56687,524.84101,859.07829,1032.0287,508.03856,1050.14041,16473.86275,1201.40414,781.17382,818.14189,1392.6754,870.34143,5706.4886,983.90044,329.85367,436.27594,1833.37544,1293.4664,1194.62187,333.09032,336.93809,370.52161,1063.22013,100661.8455,841.12421,386.78274,2139.35255,18542.16929,990.10773,2083.81438,133.78744,485.30737,391.31943,533.89536,15241.92222,362.47574,658.30446,564.71063,293.31853,16352.36975,1115.08551,1452.06145,587.03778,369.13467,259.72753,742.29958,1804.78716,108354.0747,447.96871,111.52511,162.77537,19934.07614,16462.39093,27729.66289,651.83576,1477.75408,1537.13432,30543.51998,691.93349,638.05226,1423.66283,1678.97684,316.70599,1788.11972,1069.15438,807.72127,1065.29522,653.07968
106.0859__55.46,1871.82578,2446.04543,1070.06683,2979.18759,3731.84775,4087.53007,861.87763,5175.1117,4228.00989,319.66699,2428.26951,967.87422,3361.52898,1225.70774,2322.52102,899.21916,2540.52561,190.83586,630.12172,4784.60537,3820.71323,4719.37651,5087.33206,738.00377,1633.17236,302.61767,4254.84986,5928.04873,3241.62567,2179.46378,874.76934,4061.07683,15620.39314,3741.40233,10387.13197,929.56056,3173.11313,11617.17284,2801.88757,2561.6611,306.40397,637.44007,1932.75616,1881.47406,2126.60408,3263.36593,4509.11153,1409.24314,1513.66796,3909.84212,692.75029,1997.98673,451.6971,764.73079,465.81383,1823.30444,3177.18838,3380.07316,4233.3566,1416.01612,2511.9421,2750.56403,3551.23103,196.3543,1846.83955,2767.99623,1743.77825,3624.94547,17364.0696,11576.15088,2674.24162,3660.97588,552.7701,2511.59382,172.35276
106.0865__173.13,5515.87046,6543.30598,5027.06278,314.20251,4666.74116,6534.644,3090.53085,272.92139,4358.27916,1701.96275,6342.45139,4613.63852,6626.54652,4918.06107,11523.43555,5925.3505,6428.65787,5078.88602,5341.27761,5519.94465,6025.17147,5748.83877,6152.43526,9717.6603,8115.02737,8908.82825,5363.52477,7477.11542,6121.06363,8772.65104,9000.74036,7711.3476,2728.91106,8679.48258,301.24619,802.31973,1880.14172,7980.80511,5000.21231,3870.6575,4942.4891,8762.94478,4606.90122,5353.70491,6783.49996,6406.23157,5774.0268,8192.5842,5941.04854,6350.03869,8166.54054,3720.51088,9079.63992,4407.96716,7463.24282,7586.70115,4968.93361,5492.55044,4952.76024,6227.25375,1699.32563,5215.79312,1171.05404,1600.65935,344.98994,1189.39476,171.45542,695.92204,223.48017,515.43158,960.2872,565.28182,125.47799,221.03696,32005.76374
106.0871__122.83,38007.29893,27567.82688,24897.33653,5555.76623,22644.59821,19572.62317,15193.15918,12935.00034,300.51246,13494.95796,26526.30498,21259.64614,32206.16588,24875.46541,46275.35106,24089.36306,36501.30192,20501.1957,18563.88367,22069.6774,91.61685,22884.13173,28898.3453,42771.41936,37821.79012,55887.32369,23487.4156,38296.74693,33168.54952,44071.31384,52515.28632,36266.62225,2921.95001,48493.73934,10238.91887,60579.78232,48054.91288,27660.71923,30276.37222,18037.14578,32653.34966,60910.58638,20648.26639,19668.84131,26684.71354,19468.43608,23309.57644,33899.91772,27561.52506,24863.92315,31911.29537,25861.60793,42084.88721,19445.89538,30185.98427,29969.22992,18852.8248,33192.98205,27308.49653,21675.28979,37775.98164,30036.49316,9557.82508,5464.7335,5150.94125,447.53241,226.70591,416.64703,344.98376,411.32719,7081.0051,147.98537,6151.63813,7193.67332,369.444
106.0902__280.77,1025.592,323.46677,238.64968,957.75649,196.83887,917.65242,25803.35717,450.05866,100.79812,1199.06404,343.12254,1143.33156,924.11139,985.05737,158.93101,958.66861,1273.63689,1446.21983,180.08593,43691.41024,1165.4539,494.35862,25688.77733,1378.95964,1196.16919,567.13252,992.6584,1116.10301,280.77144,965.77592,24052.42594,1504.06738,575.7881,28989.91638,980.87151,24945.7186,39.15646,247.084,272.46265,24762.64364,144.41584,521.96398,929.34551,20284.71699,282.7026,356.53846,1325.39892,20310.82415,21004.93664,45103.74607,244.05654,1058.43962,1428.93848,1076.92101,197.72523,237.00379,141.68811,60.12896,1476.98207,110.58241,183.45671,220.92534,726.2121,1141.81951,322.74626,157.85025,155.1874,421.16853,29786.25602,22304.12855,201.42152,192.72664,266.45842,44444.19787,40234.13001
106.2663__496.23,235.13429,407.51496,324.62315,139.82661,1036.91315,437.48634,270.12776,1066.66236,456.68325,131.62352,207.29128,619.16017,453.26357,1331.20949,614.46597,401.20826,487.80048,1684.3296,96.23149,325.84181,2075.65554,306.10574,710.14309,202.46338,791.50149,228.53985,454.23841,838.11072,1959.33395,673.90009,521.25715,726.18466,258.06675,432.88475,499.26246,401.55547,888.57061,167.34113,548.88707,395.64493,431.83566,1485.64017,607.40224,578.80267,781.97291,693.02127,407.67876,454.37486,921.08109,224.38517,957.53741,261.50557,1176.01359,366.14827,715.03322,905.88249,526.30696,269.05938,644.66262,1074.50004,322.02258,744.32515,1131.9271,279.12525,646.4825,752.13635,340.67594,584.78957,530.71396,81.93861,1238.30125,484.46725,383.5322,1046.45692,770.72932
106.4005__906.01,131.14955,70.3546,49.74116,12.27215,302.031,128.65798,87.2172,135.33106,30.76423,35.3651,27.44879,8.27465,59.721,109.55214,63.31828,252.57156,98.46952,124.08378,213.17412,201.752,130.76459,219.73912,298.10483,47.93712,9.8446,61.59553,32.78768,145.14054,169.64427,105.2191,95.74389,82.89979,196.05418,163.17817,37.24573,110.16031,132.34606,52.88002,66.43187,310.81053,19.74599,330.83536,117.43343,39.50973,73.45619,214.58996,255.94785,5.07215,99.45211,160.4378,66.58705,147.78532,65.20316,105.81919,59.48197,85.72471,76.96782,10.04389,118.1824,56.76068,85.39048,0,134.64107,65.08686,82.29029,103.87089,182.86837,207.14998,131.57422,74.63267,148.16916,92.15081,54.79731,240.66649,81.12504
106.4011__171.29,155.77584,209.79971,127.98199,231.63718,274.93232,91.96807,303.33367,227.71498,726.65027,350.35378,298.54363,308.18376,284.71103,296.20882,447.6763,1294.40565,102.55649,782.29967,302.55885,365.5533,418.79056,592.38034,332.40958,255.84997,215.46786,313.5981,164.66196,399.31022,84.68042,305.56274,163.49514,277.39977,1555.60527,787.88228,304.13439,307.87504,836.9058,420.08966,266.84598,1017.90405,912.0594,323.23998,610.93883,929.03352,237.54996,574.84383,425.58267,332.73176,363.03534,706.51017,366.07453,41.57515,527.82828,358.31591,206.0429,279.52474,318.65211,166.99921,95.85834,441.66322,2360.25265,505.91619,556.2243,172.28311,573.891,155.77988,182.71129,667.97676,585.0682,358.14504,313.55545,325.51887,386.18498,283.36727,336.77877
106.5297__495.91,109.8133,271.78348,290.42266,143.01055,100.96855,71.67112,241.46602,51.44107,152.44535,484.21474,253.39844,153.83684,311.24621,261.67186,214.53288,241.72255,181.44962,178.81876,177.74273,121.47569,518.64693,229.78122,289.48819,468.69816,229.30255,188.09984,138.22637,1013.9166,144.06414,104.97152,291.45839,299.65292,246.64167,193.5403,149.45958,187.53808,232.52336,332.77984,367.26608,288.60536,213.23818,368.4846,121.49308,359.82494,250.41823,263.97293,191.30805,278.75516,142.90513,303.3003,277.76649,640.90588,293.6439,75.74196,164.51471,479.92518,316.95331,251.37108,357.79902,136.95297,237.67148,218.31665,196.1859,219.34022,71.43548,89.00102,151.66649,484.19899,203.51598,361.03469,348.82022,1007.94234,364.22014,444.63782,143.48267
106.7774__175.9,305.11286,219.93905,327.71223,584.08368,1032.12652,270.34505,190.89208,743.60045,400.89032,313.21392,296.91943,460.5746,476.25863,72.53844,558.5794,575.47756,223.10233,801.85367,448.83651,472.72364,404.40861,441.95839,849.85467,842.76562,262.12636,841.91317,634.07719,777.56581,771.57349,299.01737,277.45988,105.55263,701.51151,468.12731,1049.44938,566.40758,126.37895,75.42999,171.20945,213.63495,527.17823,698.34996,108.80394,446.70304,217.92505,485.76608,582.94508,567.15512,294.81493,126.08751,316.99473,484.10592,453.22551,364.33371,112.42961,589.07081,350.759,351.74664,380.70194,289.99129,288.56902,1029.95414,645.29107,311.75854,292.81705,331.03443,470.67185,397.91056,384.5756,266.36914,1002.04815,531.18369,625.39213,146.23305,128.5629
107.0501__1097.97,16322.51958,24612.81484,4320.84484,1440.61306,13085.54822,7035.39033,13445.01161,8541.5824,4943.26106,12542.80396,31253.22854,8638.66192,19015.89017,4926.48489,35710.14502,8616.96164,11225.55628,15388.3649,6658.51733,11735.81454,7686.42679,8357.69506,37445.09641,16385.42909,8084.68608,31245.37648,11748.10175,9054.3132,27583.01942,10325.55425,10700.52559,11667.54281,19082.73741,8771.37423,23791.88056,9662.80608,4624.06588,9576.27536,5122.37505,11925.22449,10491.02231,10980.73258,6547.52836,16667.21983,7429.38006,7920.4145,11121.12029,13964.32423,11431.78697,10593.32308,13154.48772,4270.56355,13123.51528,11133.68637,12386.33545,14194.4453,4000.56381,9217.35786,33266.85414,23759.79959,18822.47603,6157.42298,10888.5892,10884.47867,6583.89132,11269.63396,36516.5616,15972.06389,19463.23845,9233.94069,11114.70978,18817.12346,9102.37205,8781.58683,7531.01371
107.0684__168.14,240.52004,233.75045,362.25804,12667.62135,440.54443,93.1242,456.04672,342.80641,11984.47772,157.57881,302.49064,155.42744,355.2513,21262.68434,27148.54164,1148.71144,323.43563,6806.2027,194.54527,601.3042,216.51206,1251.54919,554.26103,375.28588,219.54387,235.07288,962.80634,231.35919,18727.8047,176.0005,419.04582,362.96904,969.18347,613.11247,106.51013,198.84325,1253.97614,88.98383,59.27779,9304.84218,199.93337,49968.24065,3610.82769,5004.33483,2901.54638,316.24758,16940.56221,2775.98336,240.12718,511.53749,701.90759,348.23762,6753.66147,22389.48789,597.2084,642.69657,128.08623,212.68426,275.60189,210.48057,296.40552,502.84188,70045.1779,4317.71966,241.89402,38104.01456,269.90946,208.23325,436.52134,7078.49169,15771.5106,269.25753,351.70086,191.15279,4988.44734
107.0847__977.17,4223.9139,9181.49174,9495.81093,26891.45503,33980.74252,10234.85516,22136.27755,6484.6114,13657.05212,11407.88992,15876.41148,37461.85196,10684.40793,1712.47008,93.72436,317.85933,5291.18853,6600.30646,2092.44085,15355.89899,17213.58189,41820.41996,11305.92454,6297.29055,13094.76133,7887.25704,9269.53231,4897.93844,13997.03637,10212.07992,13132.22108,2852.47561,30172.51563,51412.52303,5342.49106,13707.58357,9489.71388,251.4156,15242.71755,15096.55474,59430.45484,9744.35631,11759.52797,23063.96426,9142.67464,35374.39074,51398.98495,6592.0197,6187.80768,16924.92593,9158.31187,9122.62932,21418.52198,13214.5883,7411.40179,4802.68127,5820.94332,20355.61238,14770.25924,20493.49826,307.44914,150.76772,16007.41682,10877.52225,10970.38936,8683.42039,31732.15102,42580.91418,9769.97224,14406.81594,27986.26955,10196.7238,9120.90789,17973.22404,16859.72051
107.0848__903.83,6309.06057,13528.37353,12841.77133,8605.82878,14792.03163,8826.98606,2314.23497,234.88329,19217.82266,16285.53624,85.04936,98.29102,11665.80998,10283.65087,11904.00908,42906.29001,15646.59311,19943.84853,111.88093,16497.48752,10822.51676,22040.70685,26962.54388,8459.49552,28996.71961,2614.80596,7822.71902,9851.55674,10165.41823,31270.26662,28562.46464,4117.90573,18522.11495,15503.96226,33914.30381,16217.36186,12574.39583,9336.50988,9058.54778,8352.43808,7028.18822,56466.74123,10487.84202,12956.65827,16777.70575,38882.37302,8827.94995,121.80959,6290.98967,101.82191,16791.2531,10602.30952,36146.72574,38177.95344,9954.71758,21575.69783,11142.21258,20257.92191,101.52522,9129.30082,27772.93182,11325.66168,72248.24995,6743.85868,488.04296,16156.32954,14643.25971,10401.1569,9155.60295,13656.29052,51750.10149,16052.83049,6854.04089,216.77773,7627.5168
107.0848__1210.21,8231.06623,13998.46387,5083.91293,18370.72526,73081.08397,29357.56881,6322.21711,20234.23512,3066.52636,21304.48765,15285.19511,246.30913,10853.71725,6970.16081,20295.33178,30166.92118,7176.92026,16235.70149,6195.39946,16388.96672,1471.28287,27917.04267,24088.52778,11900.18135,15393.58481,14188.82239,10382.14607,16012.03007,291.45814,19277.06866,8240.43337,27462.30108,4418.58325,38374.91116,7742.44551,12047.52871,5802.38622,15750.51022,156.53187,8967.76435,67360.26967,27731.96918,146.42105,7532.17137,25168.57625,9480.98633,28885.87486,16201.65295,6275.1851,175.28474,12936.45561,59.74157,19712.43654,9490.36247,4974.91109,12391.64654,9119.11057,14183.12134,13178.49582,11695.22888,23036.50927,57.08471,9682.36648,14549.26856,11179.65232,16313.12349,8969.32997,10682.79228,8649.18303,20969.70388,7494.88014,17421.18318,8831.05588,19034.71452,9534.54869
107.0848__1054.32,3353.1852,9771.42303,3572.40638,8374.06789,12471.18124,116.58541,9743.94845,9851.05659,4462.0606,8900.28712,23715.48347,32420.89086,10834.59334,8860.99845,11695.5843,10096.48315,8106.67417,8028.39781,6274.20826,53367.08608,7535.34129,8856.46696,16464.93485,8773.58054,11955.68107,12852.68637,6645.95159,8542.22163,15387.19149,113.48068,11623.86707,39686.75088,11221.69324,12115.48743,18644.5801,17491.50773,6068.53981,76.60749,11280.67135,12351.78881,8424.33547,16897.39204,5473.08954,36339.05725,3108.4007,41724.47699,8628.03533,9138.90485,5693.22622,11154.90282,16318.31785,9143.92816,4650.71246,13400.33302,12702.86424,12297.67927,18349.98323,2800.13732,8981.66636,14722.16011,10145.45748,9805.99797,3372.44726,8483.80901,8399.88984,1928.45782,16198.02878,330.7445,8654.39679,17816.39145,14128.91327,24363.02583,5012.39459,10763.0879,10832.25512
107.0849__858.55,10502.02717,9793.68276,10872.61429,7641.07784,30666.14778,8320.49084,15115.8613,18964.25583,24903.30451,13772.63639,17570.96852,13876.11515,24028.3566,31747.25391,26668.62586,17149.16597,19173.3978,19772.50613,10708.30424,19788.66052,27646.84545,27799.41748,30342.94905,11340.61806,79350.4468,12957.29866,27937.52343,16983.79236,60796.80227,9223.73006,15904.47588,31942.02339,63713.35216,14074.20338,15397.94174,28199.5744,18877.33533,11344.59358,28225.76845,15741.40294,11897.10039,104136.9965,16880.35868,25435.71269,8488.3746,22978.10208,47507.96638,11746.00092,11899.71685,16795.63592,13204.49926,10330.55363,65210.23054,21267.80941,29270.12017,20754.40057,10903.55503,6986.50295,15860.97656,14973.18602,87633.30788,11898.87412,67926.89533,10445.45862,10675.14511,10374.36521,21908.39324,21846.82696,17329.24642,21459.77792,15983.62925,23374.09235,16317.63268,23376.86432,22630.10886
107.0849__944.62,4728.87681,10337.41897,14421.64306,7164.28885,14019.01563,46395.09277,5200.579,13730.79195,4883.2692,13723.89124,12078.87037,24926.30774,15068.51956,8751.205,348.47868,8508.073,5586.8078,10745.11741,14098.96277,18885.4777,20446.93694,23030.05356,2529.42454,8351.74756,19149.1134,8437.79867,5154.40115,3300.61616,15965.71566,4510.0392,6651.16766,33904.57421,787.28014,10869.18989,12613.96828,31420.04373,7562.66631,49379.42112,7726.33174,7096.98287,18074.45491,10185.60344,6685.92183,11115.55704,18826.28579,13395.91322,7933.30509,8588.82671,7427.03745,156.01971,27234.56474,122.20029,26665.00871,17332.415,22665.72559,6875.82225,7507.09506,6544.77613,10299.39397,6339.69389,11115.32288,9501.45584,8375.63188,123.73425,9087.95815,9622.19323,10111.90464,27461.84922,16773.59464,6501.79537,6886.3678,8580.67632,9443.7226,5033.29677,21597.67072
